round,value,daily_double,category,comments,answer,question,air_date,notes,Difficulty
2,1600,no,RHYME TIME,-,"Mathematically 3 pigs or hogs, squared",nine swine,2/11/2014,2014 College Championship quarterfinal game 2.,Medium
2,2000,no,RHYME TIME,-,"Fun, little-known facts about a landlocked country in South America",Bolivia trivia,2/11/2014,2014 College Championship quarterfinal game 2.,Medium
2,400,no,U.S. GEOGRAPHY,-,This Arkansas capital is in the foothills of the Ouachita Mountains,Little Rock,2/11/2014,2014 College Championship quarterfinal game 2.,Medium
2,800,no,U.S. GEOGRAPHY,-,"Baltimore lies on the Patapsco River, which flows into this bay",the Chesapeake,2/11/2014,2014 College Championship quarterfinal game 2.,Medium
2,1200,no,U.S. GEOGRAPHY,-,"Although ""Montana"" is Spanish for ""mountain"", 2/3 of the state is on the ""Great"" these",the Great Plains,2/11/2014,2014 College Championship quarterfinal game 2.,Medium
2,1600,no,U.S. GEOGRAPHY,-,"Many rivers flow into this large lake in the Sierra Nevada, but only the Truckee flows out",Lake Tahoe,2/11/2014,2014 College Championship quarterfinal game 2.,Medium
2,2000,no,U.S. GEOGRAPHY,-,The Swenson family operates this state's largest granite quarry on Rattlesnake Hill,New Hampshire,2/11/2014,2014 College Championship quarterfinal game 2.,Medium
2,400,no,"\""S""PORTS TALK",-,"Also a term for an Old West gunfight, it's a way to break a tie at the end of overtime in soccer",a shootout,2/11/2014,2014 College Championship quarterfinal game 2.,Medium
2,1200,no,"\""S""PORTS TALK",-,This football position shares its name with one of the ways to score in a football game,a safety,2/11/2014,2014 College Championship quarterfinal game 2.,Medium
2,1600,no,"\""S""PORTS TALK",-,"To take a tennis match 6-1, 6-2 is to ""win in"" these",straight sets,2/11/2014,2014 College Championship quarterfinal game 2.,Medium
2,2000,no,"\""S""PORTS TALK",-,Broadcaster Eddie Doucette coined this term for Kareem Abdul-Jabbar's trademark arcing shot,the skyhook,2/11/2014,2014 College Championship quarterfinal game 2.,Medium
2,400,no,19th CENTURY BOOKS & AUTHORS,-,"He noted, ""I had sent my heroine... down a rabbit-hole... without the least idea what was to happen afterwards\""",(Lewis) Carroll,2/11/2014,2014 College Championship quarterfinal game 2.,Medium
2,800,no,19th CENTURY BOOKS & AUTHORS,-,"In 1893 this British man published his ""initial"" book, a ""text-book of biology""; many sci-fi novels followed",H.G. Wells,2/11/2014,2014 College Championship quarterfinal game 2.,Medium
2,1200,no,19th CENTURY BOOKS & AUTHORS,-,"In 1863 he put out a book originally titled ""Voyage au Centre de la Terre\""",Jules Verne,2/11/2014,2014 College Championship quarterfinal game 2.,Medium
2,1600,no,19th CENTURY BOOKS & AUTHORS,-,"Before ""Downton Abbey"", there was this, the shortest of Jane Austen's 6 major novels",Northanger Abbey,2/11/2014,2014 College Championship quarterfinal game 2.,Medium
2,800,yes,19th CENTURY BOOKS & AUTHORS,-,"Between 1872 & 1882 she wrote 6 volumes of ""Aunt Jo's Scrap-Bag\""",Louisa May Alcott,2/11/2014,2014 College Championship quarterfinal game 2.,Medium
2,400,no,OCCUPATIONS,-,The full name of the Teamsters' Union once included this French word for a driver,chauffeur,2/11/2014,2014 College Championship quarterfinal game 2.,Medium
2,800,no,OCCUPATIONS,-,This is a real job as well as the name of Purdue's mascot,a boilermaker,2/11/2014,2014 College Championship quarterfinal game 2.,Medium
2,1200,no,OCCUPATIONS,-,Profession of the fictional Howard Roark & the real Christopher Wren,architect,2/11/2014,2014 College Championship quarterfinal game 2.,Medium
2,1600,no,OCCUPATIONS,-,"A deaccelerator is a piece of equipment for this film & TV ""man"" or ""woman\""",a stuntman or a stuntwoman,2/11/2014,2014 College Championship quarterfinal game 2.,Medium
2,2000,no,OCCUPATIONS,-,"A business degree might help you become an analyst for M&A, mergers & these",acquisition,2/11/2014,2014 College Championship quarterfinal game 2.,Medium
3,0,no,SOCIAL MEDIA,-,"The most retweeted tweet of all time happened on November 6, 2012 & started with ""four"" & ended with these 2 words",more years,2/11/2014,2014 College Championship quarterfinal game 2.,Medium
1,200,no,MUSIC MAKERS,-,"When Pink teamed up to sing ""Just Give Me A Reason"" with Nate Ruess of this band, they were nominated for a Grammy",fun.,2/12/2014,2014 College Championship quarterfinal game 3.,Medium
1,400,no,MUSIC MAKERS,-,"This ""Video Games"" chanteuse teams with Cedric Gervais on ""Summertime Sadness\""",Lana Del Rey,2/12/2014,2014 College Championship quarterfinal game 3.,Medium
1,800,no,MUSIC MAKERS,-,"\""Life will pass me by if I don't open up my eyes"", says this hit by Avicii","\""Wake Me Up\""",2/12/2014,2014 College Championship quarterfinal game 3.,Medium
1,200,no,BIOLOGY CLASS,-,"At about 9 weeks of age, a human embryo becomes one of these",a fetus,2/12/2014,2014 College Championship quarterfinal game 3.,Medium
1,400,no,BIOLOGY CLASS,-,"By definition, a polypeptide is a chain of these linked together by peptide bonds",amino acids,2/12/2014,2014 College Championship quarterfinal game 3.,Medium
1,600,no,BIOLOGY CLASS,-,It's the branch of biology that deals with glands such as the pituitary & thyroid,endocrinology,2/12/2014,2014 College Championship quarterfinal game 3.,Medium
1,800,no,BIOLOGY CLASS,-,"While red bone marrow gets its color from developing red blood cells, yellow marrow gets its color from this",fat,2/12/2014,2014 College Championship quarterfinal game 3.,Medium
1,1000,no,BIOLOGY CLASS,-,In 1937 this German-born biochemist discovered the citric acid cycle that bears his name,(Hans) Krebs,2/12/2014,2014 College Championship quarterfinal game 3.,Medium
1,200,no,PRIME NUMBERS,-,"To get a brief respite, you ""take"" it",five,2/12/2014,2014 College Championship quarterfinal game 3.,Medium
1,400,no,PRIME NUMBERS,-,"This many diners attend da Vinci's ""Last Supper\""",13,2/12/2014,2014 College Championship quarterfinal game 3.,Medium
1,600,no,PRIME NUMBERS,-,The First Battle of Bull Run was in this year,1861,2/12/2014,2014 College Championship quarterfinal game 3.,Medium
1,800,no,PRIME NUMBERS,-,It's the largest 3-digit prime,997,2/12/2014,2014 College Championship quarterfinal game 3.,Medium
1,1000,no,PRIME NUMBERS,-,"Number ""Against Thebes"" in a work by Aeschylus",seven,2/12/2014,2014 College Championship quarterfinal game 3.,Medium
1,200,no,STUDENT AID,-,A 1902 will established this scholarship that sends students to Oxford University,the Rhodes,2/12/2014,2014 College Championship quarterfinal game 3.,Medium
1,400,no,STUDENT AID,-,The name of these 4-letter federal grants honors the senator who originated the program,Pell,2/12/2014,2014 College Championship quarterfinal game 3.,Medium
1,600,no,STUDENT AID,-,The PSAT is the qualifying exam for this scholarship program that began in 1955,the National Merit Scholarship Program,2/12/2014,2014 College Championship quarterfinal game 3.,Medium
1,800,no,STUDENT AID,-,This group gives scholarships to minority students & financial support to 37 historically black colleges & universities,the UNCF (United Negro College Fund),2/12/2014,2014 College Championship quarterfinal game 3.,Medium
1,1000,no,STUDENT AID,-,"Originally for WWII vets, it provides grants for tuition & is more formally known as the Servicemen's Readjustment Act",the G.I. Bill,2/12/2014,2014 College Championship quarterfinal game 3.,Medium
1,200,no,3-LETTER WORDS,-,"After good service in a restaurant, make it 15-20% of the pretax total",a tip,2/12/2014,2014 College Championship quarterfinal game 3.,Medium
1,400,no,3-LETTER WORDS,-,"From the Latin for ""strength"" & meaning energy, it's often paired with vigor",vim,2/12/2014,2014 College Championship quarterfinal game 3.,Medium
1,600,no,3-LETTER WORDS,-,In volleyball it's when you dive to hit the ball just above the ground,dig,2/12/2014,2014 College Championship quarterfinal game 3.,Medium
1,800,no,3-LETTER WORDS,-,Grass-covered soil,sod,2/12/2014,2014 College Championship quarterfinal game 3.,Medium
1,1000,no,3-LETTER WORDS,-,"Usually powdered, a peruke was a man's one of these in the 18th century",a wig,2/12/2014,2014 College Championship quarterfinal game 3.,Medium
1,200,no,THE HARVARD BOOK STORE TOP 100,(Alex: These are top staff recommendations.),"Get the Bronte beat with this title character's story, coming in at No. 1",Jane Eyre,2/12/2014,2014 College Championship quarterfinal game 3.,Medium
1,400,no,THE HARVARD BOOK STORE TOP 100,(Alex: These are top staff recommendations.),"This vintage Vonnegut ""meal"" from 1973 ranks No. 3",Breakfast of Champions,2/12/2014,2014 College Championship quarterfinal game 3.,Medium
1,600,no,THE HARVARD BOOK STORE TOP 100,(Alex: These are top staff recommendations.),This first novel by Carson McCullers takes 35th place on the list,The Heart Is a Lonely Hunter,2/12/2014,2014 College Championship quarterfinal game 3.,Medium
1,800,no,THE HARVARD BOOK STORE TOP 100,(Alex: These are top staff recommendations.),No. 55 is this Alan Moore graphic novel of aging superheroes,Watchmen,2/12/2014,2014 College Championship quarterfinal game 3.,Medium
1,2000,yes,THE HARVARD BOOK STORE TOP 100,(Alex: These are top staff recommendations.),This 1855 volume of American poetry rounds out the Top 100,Leaves of Grass,2/12/2014,2014 College Championship quarterfinal game 3.,Medium
2,400,no,HAIL TO THE CHIEF,-,"His father, William Jefferson Blythe, died in a 1946 car accident before the future president was born",Bill Clinton,2/12/2014,2014 College Championship quarterfinal game 3.,Medium
2,1200,no,HAIL TO THE CHIEF,-,"In 1910, a year after leaving office, he published the book ""African Game Trails\""",Teddy Roosevelt,2/12/2014,2014 College Championship quarterfinal game 3.,Medium
2,1600,no,HAIL TO THE CHIEF,-,"He told Lincoln in 1861, ""if you are as happy on entering the White House as I on leaving, you are a very happy man indeed\""",Buchanan,2/12/2014,2014 College Championship quarterfinal game 3.,Medium
2,3000,yes,HAIL TO THE CHIEF,-,This soldier served only 16 months as the 1st president who had never been in Congress or the Continental Congress,Zachary Taylor,2/12/2014,2014 College Championship quarterfinal game 3.,Medium
2,400,no,TIME MANAGEMENT,-,"A.M. comes from the Latin words ""ante meridiem"", meaning ""before"" this",noon,2/12/2014,2014 College Championship quarterfinal game 3.,Medium
2,800,no,TIME MANAGEMENT,-,One of these is used to tell time by the shadow that its gnomon casts on a calibrated ring,a sundial,2/12/2014,2014 College Championship quarterfinal game 3.,Medium
2,2400,yes,TIME MANAGEMENT,-,It's what the U.S. Naval Observatory calls a timepiece regulated by the natural vibration frequencies of cesium particles,an atomic clock,2/12/2014,2014 College Championship quarterfinal game 3.,Medium
2,1600,no,TIME MANAGEMENT,-,"The word ""clock"" derives from a French word for this object that could be used to sound the time",a bell,2/12/2014,2014 College Championship quarterfinal game 3.,Medium
2,2000,no,TIME MANAGEMENT,-,Smartphone clocks can drift 10 sec. a day; a Hong Kong scientist has a way to sync them with the flickering of this kind of light,fluorescent light,2/12/2014,2014 College Championship quarterfinal game 3.,Medium
2,400,no,SHARP THINGS,-,"Medicine in the ""Star Trek"" world involves a ""laser"" one of these surgical instruments",a scalpel,2/12/2014,2014 College Championship quarterfinal game 3.,Medium
2,800,no,SHARP THINGS,-,A leather strip called a strop is traditionally for sharpening this,straight razor,2/12/2014,2014 College Championship quarterfinal game 3.,Medium
2,1200,no,SHARP THINGS,-,"In Islamic tradition Zulfikar, one of these, passed to the caliph Ali on Muhammad's death",a sword,2/12/2014,2014 College Championship quarterfinal game 3.,Medium
2,1600,no,SHARP THINGS,-,The company Festool introduced a gas-powered one of these tools in the 1920s,a chainsaw,2/12/2014,2014 College Championship quarterfinal game 3.,Medium
2,2000,no,SHARP THINGS,-,"To have a selfish motive, or to possess an implement that needs sharpening",having an axe to grind,2/12/2014,2014 College Championship quarterfinal game 3.,Medium
2,400,no,"GETTING YOUR ""M-B-A\""",(Alex: Those three letters will come up in that order in each correct response.),Similarity in appearance; I see the...,resemblance,2/12/2014,2014 College Championship quarterfinal game 3.,Medium
2,800,no,"GETTING YOUR ""M-B-A\""",(Alex: Those three letters will come up in that order in each correct response.),To accept a concept willingly; hug it out!,embrace,2/12/2014,2014 College Championship quarterfinal game 3.,Medium
2,1200,no,"GETTING YOUR ""M-B-A\""",(Alex: Those three letters will come up in that order in each correct response.),"To board a ship, or to start an enterprise",embark,2/12/2014,2014 College Championship quarterfinal game 3.,Medium
2,1600,no,"GETTING YOUR ""M-B-A\""",(Alex: Those three letters will come up in that order in each correct response.),A thin layer of body tissue lining an organ,membrane,2/12/2014,2014 College Championship quarterfinal game 3.,Medium
2,2000,no,"GETTING YOUR ""M-B-A\""",(Alex: Those three letters will come up in that order in each correct response.),"Type of ""organization"" that encompasses a number of smaller groups",umbrella,2/12/2014,2014 College Championship quarterfinal game 3.,Medium
2,400,no,KENYA WEST,-,"Because Mount Kenya is right on this line, climbers prefer the north side July-Sept. or the south side Dec.-Feb.",the equator,2/12/2014,2014 College Championship quarterfinal game 3.,Medium
2,800,no,KENYA WEST,-,"120 years ago what's now Nairobi was this, an oasis for thirsty animals (&, informally, thirsty people)",a watering hole,2/12/2014,2014 College Championship quarterfinal game 3.,Medium
2,1200,no,KENYA WEST,-,"Birders love ""soda lakes"" like Nakuru: the alkaline water supports the blue-green type of these, luring lots of flamingos",algae,2/12/2014,2014 College Championship quarterfinal game 3.,Medium
2,1600,no,KENYA WEST,-,"Some of Kenya's most fertile land is within this 4,000-mile-long ""great"" depression",the Great Rift Valley,2/12/2014,2014 College Championship quarterfinal game 3.,Medium
2,2000,no,KENYA WEST,-,"She was talking about West Kenya when she began a book, ""I had a farm in Africa, at the foot of the Ngong Hills\""",Isak Dinesen,2/12/2014,2014 College Championship quarterfinal game 3.,Medium
2,400,no,NO DISRESPECT TO BEN AFFLECK,-,"On Kanye's ""nodisrespecttobenaffleck"" hashtag, this woman, ""alias"" Ben's wife, noted, ""I say that all the time\""",Jennifer Garner,2/12/2014,2014 College Championship quarterfinal game 3.,Medium
2,800,no,NO DISRESPECT TO BEN AFFLECK,-,"A tag line for this Affleck film was ""The movie was fake.  The mission was real\""",Argo,2/12/2014,2014 College Championship quarterfinal game 3.,Medium
2,1200,no,NO DISRESPECT TO BEN AFFLECK,-,Ben doesn't have much to say on the market economy in the colonies in a bar scene in this 1997 film... but Matt Damon does,Good Will Hunting,2/12/2014,2014 College Championship quarterfinal game 3.,Medium
2,1600,no,NO DISRESPECT TO BEN AFFLECK,-,"As Ned, Ben agrees to play Mercutio in this film but does have an irritated question for the play's author... ""He dies?\""",Shakespeare in Love,2/12/2014,2014 College Championship quarterfinal game 3.,Medium
2,2000,no,NO DISRESPECT TO BEN AFFLECK,-,"An armored car robbery goes wrong in ""The Town"" for Ben & this actor; maybe a bow & arrow would've helped?",Jeremy Renner,2/12/2014,2014 College Championship quarterfinal game 3.,Medium
3,0,no,BIBLE CHARACTERS,-,"\""Take care of him"", says the man called this in Luke 10 after giving money to an innkeeper",the Good Samaritan,2/12/2014,2014 College Championship quarterfinal game 3.,Medium
1,200,no,LET'S BEGIN THE LECTURE,-,The U.N. maintains a library of lectures on subjects such as the role of this money-lending institution established in 1944,The World Bank,2/13/2014,2014 College Championship quarterfinal game 4.,Medium
1,400,no,LET'S BEGIN THE LECTURE,-,"\""Born Together-Reared Apart"" is a lecture by Dr. Nancy Segal about these people",identical twins,2/13/2014,2014 College Championship quarterfinal game 4.,Medium
1,600,no,LET'S BEGIN THE LECTURE,-,The Theodore von Karman lecture series at this NASA lab in Pasadena touches on major discoveries & missions,JPL (Jet Propulsion Lab),2/13/2014,2014 College Championship quarterfinal game 4.,Medium
1,800,no,LET'S BEGIN THE LECTURE,-,"The ""Last Lecture"" of this terminally ill professor stressed the importance of seizing every moment",Randy Pausch,2/13/2014,2014 College Championship quarterfinal game 4.,Medium
1,1000,no,LET'S BEGIN THE LECTURE,-,"1,742 times Al Bartlett delivered his lecture on this world problem, especially as it relates to energy consumption",population growth,2/13/2014,2014 College Championship quarterfinal game 4.,Medium
1,200,no,NAME THE CARMAKER,-,Cruze & Volt,Chevrolet,2/13/2014,2014 College Championship quarterfinal game 4.,Medium
1,400,no,NAME THE CARMAKER,-,Elantra & Genesis,Hyundai,2/13/2014,2014 College Championship quarterfinal game 4.,Medium
1,600,no,NAME THE CARMAKER,-,328i & M3,BMW,2/13/2014,2014 College Championship quarterfinal game 4.,Medium
1,800,no,NAME THE CARMAKER,-,Yaris & Venza,Toyota,2/13/2014,2014 College Championship quarterfinal game 4.,Medium
1,1000,no,NAME THE CARMAKER,-,Q5 & TT,Audi,2/13/2014,2014 College Championship quarterfinal game 4.,Medium
1,200,no,HISTORIC AMERICANS,-,"Before his days on the Supreme Court, he was chief of the NAACP Legal Defense & Educational Fund",Thurgood Marshall,2/13/2014,2014 College Championship quarterfinal game 4.,Medium
1,600,no,HISTORIC AMERICANS,-,"After he was kicked out of a town in Massachusetts, this leader of the Green Mountain Boys settled in what's now Vermont",Ethan Allen,2/13/2014,2014 College Championship quarterfinal game 4.,Medium
1,2015,yes,HISTORIC AMERICANS,-,"Like his cousin Charles, Thomas Pinckney served as governor of this state",South Carolina,2/13/2014,2014 College Championship quarterfinal game 4.,Medium
1,200,no,VIDEO GAME VAULT,-,"Play this movie series' ""Clone Wars Adventures"" game & get some experience with lightsabers",Star Wars,2/13/2014,2014 College Championship quarterfinal game 4.,Medium
1,400,no,VIDEO GAME VAULT,-,You don't need to be a spelunker to enjoy this Sega game named for the place spelunkers explore,The Cave,2/13/2014,2014 College Championship quarterfinal game 4.,Medium
1,600,no,VIDEO GAME VAULT,-,"Notch, the creator of this megahit block-shaping game, made the surface area of its world larger than the earth's",Minecraft,2/13/2014,2014 College Championship quarterfinal game 4.,Medium
1,1000,no,VIDEO GAME VAULT,-,This Bioware game series follows Commander Shepard as he fights Reapers by uniting various civilizations,Mass Effect,2/13/2014,2014 College Championship quarterfinal game 4.,Medium
1,200,no,"THE OLD COLLEGE ""-TRY\""","(Alex: And finally, we'll give it the old college ""tree"", not ""try"", even though it's spelled T-R-Y. )","A way to get in, or a submission to a contest",entry,2/13/2014,2014 College Championship quarterfinal game 4.,Medium
1,400,no,"THE OLD COLLEGE ""-TRY\""","(Alex: And finally, we'll give it the old college ""tree"", not ""try"", even though it's spelled T-R-Y. )","Insultingly small, as in a portion of food",paltry,2/13/2014,2014 College Championship quarterfinal game 4.,Medium
1,600,no,"THE OLD COLLEGE ""-TRY\""","(Alex: And finally, we'll give it the old college ""tree"", not ""try"", even though it's spelled T-R-Y. )",Anyone who stands guard,sentry,2/13/2014,2014 College Championship quarterfinal game 4.,Medium
1,800,no,"THE OLD COLLEGE ""-TRY\""","(Alex: And finally, we'll give it the old college ""tree"", not ""try"", even though it's spelled T-R-Y. )",A commandment (one of the 10!) in Exodus 20 forbids this religious practice,idolatry,2/13/2014,2014 College Championship quarterfinal game 4.,Medium
1,1000,no,"THE OLD COLLEGE ""-TRY\""","(Alex: And finally, we'll give it the old college ""tree"", not ""try"", even though it's spelled T-R-Y. )",The well-bred people,gentry,2/13/2014,2014 College Championship quarterfinal game 4.,Medium
2,400,no,NAME THE SHAKESPEARE PLAY,-,The rightful Duke of Milan has been stranded for many years on an island,The Tempest,2/13/2014,2014 College Championship quarterfinal game 4.,Medium
2,4000,yes,NAME THE SHAKESPEARE PLAY,-,"2 young royal brothers go missing, never to be seen again",Richard III,2/13/2014,2014 College Championship quarterfinal game 4.,Medium
2,1200,no,NAME THE SHAKESPEARE PLAY,-,A misplaced handkerchief leads to murderous suspicion,Othello,2/13/2014,2014 College Championship quarterfinal game 4.,Medium
2,1600,no,NAME THE SHAKESPEARE PLAY,-,It's 1415 & England is invading France,Henry V,2/13/2014,2014 College Championship quarterfinal game 4.,Medium
2,2000,no,NAME THE SHAKESPEARE PLAY,-,A woman disguised as a man is loved by a woman who ends up marrying her brother,Twelfth Night,2/13/2014,2014 College Championship quarterfinal game 4.,Medium
2,400,no,STATE GOVERNORS,-,In the 1970s this Texas governor served in the U.S. Air Force flying C-130 tactical airlift aircraft,Rick Perry,2/13/2014,2014 College Championship quarterfinal game 4.,Medium
2,800,no,STATE GOVERNORS,-,"This Californian has served as governor on 2 occasions, both times succeeding an actor",Jerry Brown,2/13/2014,2014 College Championship quarterfinal game 4.,Medium
2,1200,no,STATE GOVERNORS,-,"On Oct. 4, 2011 this N.J. governor announced he wasn't running for president, saying, ""Now is not my time\""",Chris Christie,2/13/2014,2014 College Championship quarterfinal game 4.,Medium
2,1600,no,STATE GOVERNORS,-,This New York governor is the son of a former governor of the state,Andrew Cuomo,2/13/2014,2014 College Championship quarterfinal game 4.,Medium
2,2000,no,STATE GOVERNORS,-,"Born with the Indian name Piyush, this Louisiana governor wanted to be called Bobby after Bobby on ""The Brady Bunch\""",Bobby Jindal,2/13/2014,2014 College Championship quarterfinal game 4.,Medium
2,400,no,THE ELEMENTS,-,Magnesium is an essential component of this green pigment that's found in almost every plant,chlorophyll,2/13/2014,2014 College Championship quarterfinal game 4.,Medium
2,800,no,THE ELEMENTS,-,It makes up about 11% of the weight of water,hydrogen,2/13/2014,2014 College Championship quarterfinal game 4.,Medium
2,2200,yes,THE ELEMENTS,-,Martin Klaproth discovered this element in 1789 & named it for a discovery of 1781,uranium,2/13/2014,2014 College Championship quarterfinal game 4.,Medium
2,1600,no,THE ELEMENTS,-,"Some studies say lozenges of this element, atomic number 30, help ease the severity of colds",zinc,2/13/2014,2014 College Championship quarterfinal game 4.,Medium
2,2000,no,THE ELEMENTS,-,Chemist Carl Scheele named the gas that bleached flowers dephlogisticated muriatic acid; we call it this element,chlorine,2/13/2014,2014 College Championship quarterfinal game 4.,Medium
2,400,no,A (TAYLOR) SWIFT CATEGORY,-,"\""I knew you were"" this ""when you walked in\""",trouble,2/13/2014,2014 College Championship quarterfinal game 4.,Medium
2,800,no,A (TAYLOR) SWIFT CATEGORY,-,"Naming names, Taylor dated this wolf portrayer in 2009",Taylor Lautner,2/13/2014,2014 College Championship quarterfinal game 4.,Medium
2,1200,no,A (TAYLOR) SWIFT CATEGORY,-,"Taylor's ""colorful"" fourth studio album",Red,2/13/2014,2014 College Championship quarterfinal game 4.,Medium
2,1600,no,A (TAYLOR) SWIFT CATEGORY,-,"Ms. Swift was named for this ""Fire And Rain"" singer",James Taylor,2/13/2014,2014 College Championship quarterfinal game 4.,Medium
2,2000,no,A (TAYLOR) SWIFT CATEGORY,-,"\""Someday I'll be living in a big old city, & all you're ever gonna be is"" this",mean,2/13/2014,2014 College Championship quarterfinal game 4.,Medium
2,400,no,IN THE DICTONARY,-,"The Greek for ""stick"" gives us this word for a microscopic one-celled organism that can cause disease",bacterium,2/13/2014,2014 College Championship quarterfinal game 4.,Medium
2,800,no,IN THE DICTONARY,-,"Also a state capital, this word comes from the Latin for ""foresight\""",providence,2/13/2014,2014 College Championship quarterfinal game 4.,Medium
2,1600,no,IN THE DICTONARY,-,"It can mean ""returning with"", ""selling for"" or ""charming\""",fetching,2/13/2014,2014 College Championship quarterfinal game 4.,Medium
2,2000,no,IN THE DICTONARY,-,This word for a cure-all comes from the name of a daughter of Asclepius who could heal with herbs,panacea,2/13/2014,2014 College Championship quarterfinal game 4.,Medium
2,400,no,WHAT'S YOUR RANGE?,-,Pikes Peak,the Rockies,2/13/2014,2014 College Championship quarterfinal game 4.,Medium
2,800,no,WHAT'S YOUR RANGE?,-,"The Matterhorn, aka Monte Cervino",the Alps,2/13/2014,2014 College Championship quarterfinal game 4.,Medium
2,1200,no,WHAT'S YOUR RANGE?,-,Mount Rainier & Mount Hood,the Cascades,2/13/2014,2014 College Championship quarterfinal game 4.,Medium
2,1600,no,WHAT'S YOUR RANGE?,-,Mount Tupungato & Mount Mercedario,the Andes,2/13/2014,2014 College Championship quarterfinal game 4.,Medium
2,2000,no,WHAT'S YOUR RANGE?,-,"K2 (it's what the ""K"" stands for)",the Karakoram,2/13/2014,2014 College Championship quarterfinal game 4.,Medium
3,0,no,HISTORIC PLACES,-,"Administered by the Army, its first graves were dug by former slave James Parks, the only one buried there who was born on the site",Arlington National Cemetery,2/13/2014,2014 College Championship quarterfinal game 4.,Medium
1,200,no,THE STAGE,-,"In 2000, after almost 1,500 years, the Roman Colosseum opened as a theatre with Sophocles' play about this ""Rex\""",Oedipus Rex,2/14/2014,2014 College Championship quarterfinal game 5.,Medium
1,400,no,THE STAGE,-,"From ""Annie Get Your Gun"", it was Ethel Merman's signature song about life on the stage","\""There's No Business Like Show Business\""",2/14/2014,2014 College Championship quarterfinal game 5.,Medium
1,600,no,THE STAGE,-,Thornton Wilder himself played the role of the stage manager for 2 weeks during this play's 1938 Broadway run,Our Town,2/14/2014,2014 College Championship quarterfinal game 5.,Medium
1,2000,yes,THE STAGE,-,"\""Cabaret"" is set in this European city",Berlin,2/14/2014,2014 College Championship quarterfinal game 5.,Medium
1,1000,no,THE STAGE,-,"He wrote of 2 very different women in ""Saint Joan"" *& ""Mrs. Warren's Profession\""",George Bernard Shaw,2/14/2014,2014 College Championship quarterfinal game 5.,Medium
1,600,no,U.S. CITIES,-,Courteney Cox & Fannie Flagg both hail from this most populous Alabama city,Birmingham,2/14/2014,2014 College Championship quarterfinal game 5.,Medium
1,800,no,U.S. CITIES,-,From 1810 to 1812 Zanesville was the capital of this state,Ohio,2/14/2014,2014 College Championship quarterfinal game 5.,Medium
1,1000,no,U.S. CITIES,-,A memorial on the site of the former South Fork Dam commemorates the devastating flood in this Pennsylvania city,Johnstown,2/14/2014,2014 College Championship quarterfinal game 5.,Medium
1,200,no,COLLEGE FOOTBALL,-,In 2014 this famous QB threw the pass that earned Florida State the national championship,Jameis Winston,2/14/2014,2014 College Championship quarterfinal game 5.,Medium
1,400,no,COLLEGE FOOTBALL,-,"This Heisman winner from Texas A&M tweeted, ""nothing illegal about being 18+ in a casino and winning money... keep hating!\""",(Johnny) Manziel,2/14/2014,2014 College Championship quarterfinal game 5.,Medium
1,600,no,COLLEGE FOOTBALL,-,"USA Today called this current University of Alabama coach ""tough, humorless and rich\""",Nick Saban,2/14/2014,2014 College Championship quarterfinal game 5.,Medium
1,800,no,COLLEGE FOOTBALL,-,"Hey, y'all, let's put on our Tajh Boyd jerseys & hit Death Valley to see the Tigers, this ACC team",Clemson,2/14/2014,2014 College Championship quarterfinal game 5.,Medium
1,1000,no,COLLEGE FOOTBALL,-,This school's football team is called the Black Knights,Army,2/14/2014,2014 College Championship quarterfinal game 5.,Medium
1,200,no,ONLINE & TEXT ABBREVIATIONS,-,"The dismissive ""W/E"" is short for this word",whatever,2/14/2014,2014 College Championship quarterfinal game 5.,Medium
1,400,no,ONLINE & TEXT ABBREVIATIONS,-,"Someone who types ""bio"" is likely headed to this room",the bathroom,2/14/2014,2014 College Championship quarterfinal game 5.,Medium
1,600,no,ONLINE & TEXT ABBREVIATIONS,-,"A virtual slap on the back, ""WTG"" stands for this",way to go,2/14/2014,2014 College Championship quarterfinal game 5.,Medium
1,800,no,ONLINE & TEXT ABBREVIATIONS,-,"\""IRL"" is short for this phrase, what you're ""in"" when not gaming",in real life,2/14/2014,2014 College Championship quarterfinal game 5.,Medium
1,1000,no,ONLINE & TEXT ABBREVIATIONS,-,"\""A/S/L"" is an inquisitive, personal question inquiring about these 3 things","age, sex, and location",2/14/2014,2014 College Championship quarterfinal game 5.,Medium
1,200,no,ADMISSIONS,-,"On April 30, 1812 the territory of Orleans was admitted to the Union as this 18th state",Louisiana,2/14/2014,2014 College Championship quarterfinal game 5.,Medium
1,400,no,ADMISSIONS,-,"Recently the everyday price of admission for the Disney resort in this city was 6,200 yen",Tokyo,2/14/2014,2014 College Championship quarterfinal game 5.,Medium
1,600,no,ADMISSIONS,-,"About a decade after he was admitted to the Maryland bar, he wrote the words to ""The Star-Spangled Banner\""",Francis Scott Key,2/14/2014,2014 College Championship quarterfinal game 5.,Medium
1,800,no,ADMISSIONS,-,"National Park Week, coinciding with this April 22 observance, offers free admission to some 400 parks",Earth Day,2/14/2014,2014 College Championship quarterfinal game 5.,Medium
1,1000,no,ADMISSIONS,-,"In a major shanda, major leaguer Ryan Braun admitted in 2013 he'd used PEDs, short for these",performance-enhancing drugs,2/14/2014,2014 College Championship quarterfinal game 5.,Medium
1,200,no,"\""GR""AD SCHOOL",-,Someone who has a knack for growing plants is said to have this colorful body part,a green thumb,2/14/2014,2014 College Championship quarterfinal game 5.,Medium
